USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,LEAGUE_POINTS,RANK,TIER,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,CLUSTER
,,,,274,236,202,44,1,6,1,6,9,1,3,4,1,2,768
,,,,401,383,349,206,1,8,1,17,21,3,4,4,4,3,907
,,,,305,226,214,522,0,4,1,20,21,4,2,1,1,1,333
,,,,306,287,294,23,2,4,2,20,21,3,3,4,3,2,114
,,,,531,283,283,1,2,7,2,1,4,3,4,3,3,2,51
,,,,536,139,133,1,2,7,2,15,18,1,2,2,2,4,826
,,,,78,261,248,382,3,3,3,3,7,2,4,3,3,4,237
,,,,522,526,498,148,3,1,4,7,10,1,1,2,2,3,303
,,,,254,274,268,449,0,5,3,2,4,1,1,2,3,1,107
,,,,4,348,305,297,1,8,0,16,18,2,4,1,4,3,254
,,,,184,87,62,1,2,0,0,1,3,3,2,4,4,1,321
,,,,219,544,535,278,3,4,3,12,15,1,3,4,1,3,744
,,,,213,138,137,25,0,4,1,18,22,3,2,4,3,4,753
,,,,417,63,50,23,0,3,1,15,18,4,4,2,3,4,969
,,,,472,68,56,3,3,3,4,12,15,1,3,3,1,4,274
,,,,644,70,58,181,2,0,3,11,14,1,3,2,4,2,11
,,,,40,637,601,149,0,4,1,21,23,4,4,3,1,2,1215
,,,,532,54,44,1,0,8,0,11,14,2,1,2,1,4,780
,,,,518,235,151,1,3,4,2,5,9,3,4,2,2,1,64
,,,,617,265,261,198,1,7,3,4,6,1,3,2,3,1,382
,,,,393,59,65,53,0,5,4,6,7,2,2,3,4,2,150
,,,,662,128,101,0,0,4,1,17,18,1,4,4,2,4,520
,,,,251,138,113,181,1,3,2,10,12,3,1,1,2,2,792
,,,,213,115,101,431,1,5,3,13,14,1,4,1,1,3,269
,,,,558,182,110,16,1,5,0,22,2,4,4,3,4,4,490
,,,,276,79,65,333,0,3,1,12,14,2,3,1,4,2,468
,,,,691,173,175,0,2,7,3,3,4,1,4,1,3,2,713
,,,,162,185,165,50,0,3,3,1,5,2,1,3,2,2,629
,,,,80,136,122,265,1,6,3,18,19,1,4,4,4,3,322
,,,,58,157,99,78,2,8,0,20,22,1,4,3,1,1,65
,,,,620,183,160,189,3,2,3,2,6,1,1,2,3,4,161
,,,,452,331,313,444,1,3,0,0,2,1,3,2,4,1,501
,,,,255,555,525,50,2,4,2,19,23,2,3,3,4,3,13
,,,,402,297,282,110,3,4,2,23,0,4,4,1,2,3,309
,,,,587,425,433,76,1,3,2,12,16,3,4,4,4,1,528
,,,,82,1087,1061,16,1,2,1,6,9,2,2,4,3,2,102
,,,,527,634,637,35,0,4,4,11,15,2,1,3,3,4,931
,,,,110,83,73,0,0,5,1,16,17,4,1,3,3,1,103
,,,,288,167,130,161,3,5,2,12,14,1,3,4,4,2,679
,,,,299,248,225,183,2,7,2,17,21,3,2,4,3,2,114
,,,,197,129,123,69,2,5,3,9,13,4,3,4,1,3,550
,,,,224,141,123,132,3,2,2,18,21,4,2,1,1,3,426
,,,,80,239,214,516,3,4,3,7,8,4,4,4,1,4,550
,,,,595,634,609,192,0,1,4,19,22,1,2,2,1,1,524
,,,,55,297,251,40,3,8,1,14,15,2,1,3,1,3,156
,,,,151,193,169,119,1,6,2,1,5,1,3,2,4,4,272
,,,,250,334,329,395,0,0,0,10,12,2,2,3,4,4,210
,,,,101,533,486,55,3,7,3,8,12,1,4,3,4,3,719
,,,,82,222,172,1,1,3,3,1,5,1,2,3,2,1,465
,,,,265,217,207,1,1,3,4,13,15,2,4,2,3,3,805
,,,,618,256,253,344,1,2,0,15,17,2,3,4,4,2,625
,,,,332,238,231,174,3,1,0,6,8,2,2,1,2,3,209
,,,,266,429,394,59,0,4,0,7,9,1,3,2,3,4,301
,,,,593,131,80,41,2,5,0,11,13,1,2,2,4,3,521
,,,,226,559,525,290,1,2,3,22,1,2,2,4,1,3,964
,,,,218,305,256,132,0,4,4,7,10,2,4,2,3,3,476
,,,,367,591,598,252,1,6,2,6,7,1,4,4,4,3,497
,,,,480,208,176,79,3,0,4,10,14,1,3,4,3,4,519
,,,,547,179,154,152,2,6,3,1,4,1,1,4,2,3,901
,,,,185,378,363,401,0,4,3,20,23,3,3,2,4,4,1046
,,,,581,150,152,25,2,8,1,15,17,2,2,4,2,1,399
,,,,458,177,173,288,0,8,4,22,2,1,4,2,1,3,820
,,,,318,573,556,274,0,6,4,16,18,1,1,3,3,3,670
,,,,48,248,213,364,2,3,4,0,3,4,2,1,3,4,859
,,,,268,86,62,45,1,7,0,10,11,4,1,1,2,3,33
,,,,161,111,86,136,0,2,3,12,15,1,1,4,1,4,712
,,,,357,223,185,143,2,0,1,4,8,4,4,3,2,2,722
,,,,192,282,275,91,2,5,2,23,3,4,3,2,3,4,152
,,,,589,466,458,228,0,5,4,4,8,1,4,4,2,3,401
,,,,694,738,714,352,1,8,2,3,5,3,4,1,4,1,996
,,,,119,250,241,406,0,1,3,15,16,1,4,3,4,3,805
,,,,412,263,238,0,2,4,2,10,14,2,3,2,3,2,31
,,,,619,209,199,166,2,5,0,5,9,2,2,2,4,4,159
,,,,101,442,366,69,1,0,2,19,21,4,3,1,1,1,491
,,,,113,172,150,1,0,8,4,8,11,2,2,2,3,4,1214
,,,,294,258,258,295,0,8,1,16,17,1,1,1,3,2,973
,,,,205,189,194,143,0,6,4,22,1,3,3,4,2,4,806
,,,,607,670,637,473,2,3,2,4,6,3,3,4,3,2,680
,,,,260,580,540,88,1,6,4,4,8,2,1,4,4,3,931
,,,,453,169,133,161,1,0,2,12,13,1,3,3,1,1,462
,,,,354,463,433,0,0,5,0,7,9,3,3,4,2,3,860
,,,,193,106,101,90,3,6,0,13,17,2,4,1,1,3,211
,,,,188,120,101,116,3,8,1,16,18,4,4,1,2,1,168
,,,,519,72,43,1,3,7,1,5,8,3,3,4,1,3,1099
,,,,486,466,442,313,1,0,3,13,15,3,2,3,3,2,749
,,,,247,59,45,1,0,3,1,14,16,4,3,2,1,2,1235
,,,,81,325,321,3,2,1,3,3,4,2,4,2,4,3,673
,,,,591,203,157,460,0,2,2,22,1,1,1,4,3,1,828
,,,,119,202,198,171,3,5,4,9,10,2,1,4,4,1,966
,,,,315,364,305,386,0,1,4,20,23,3,1,3,2,1,875
,,,,173,376,375,50,2,8,1,16,20,3,2,3,2,2,940
,,,,160,258,259,1,0,0,3,12,15,1,1,1,1,3,292
,,,,454,399,397,187,1,2,0,21,1,1,3,4,4,1,584
,,,,531,49,19,369,3,2,1,17,20,2,2,1,3,3,58
,,,,695,99,93,331,2,4,0,10,12,4,1,1,4,3,1202
,,,,321,178,131,291,0,2,1,21,0,3,3,3,4,1,534
,,,,421,436,404,71,2,7,0,17,19,3,3,4,2,4,221
,,,,312,95,87,1,3,4,3,21,22,1,1,1,1,1,735
,,,,464,332,312,135,3,8,4,8,9,1,4,1,1,4,1132
,,,,13,312,304,390,1,7,2,4,5,1,1,2,2,1,107
,,,,46,512,473,207,3,0,2,2,5,1,1,2,1,2,304
,,,,394,346,341,367,1,1,2,5,8,4,1,4,4,1,703
,,,,475,240,227,291,0,7,4,0,3,3,2,4,3,1,150
,,,,618,473,441,46,3,3,3,7,10,3,1,1,2,3,1036
,,,,188,348,324,124,2,0,3,19,20,4,3,3,3,1,261
,,,,36,718,717,64,1,6,4,21,1,1,1,1,4,3,314
,,,,673,717,692,75,2,7,2,16,17,4,1,2,4,2,173
,,,,460,236,229,245,3,7,0,17,18,3,4,2,4,4,1107
,,,,127,141,109,335,2,5,2,5,8,3,1,3,3,1,102
,,,,530,549,555,239,3,1,4,21,1,2,4,1,3,1,148
,,,,497,252,218,206,3,7,3,15,16,2,4,1,4,4,340
,,,,359,160,152,30,0,0,4,17,21,2,1,4,4,1,1213
,,,,259,303,305,414,0,5,0,1,5,2,4,3,4,1,578
,,,,162,108,77,51,2,5,2,13,16,1,4,2,4,4,530
,,,,70,103,99,24,1,5,0,18,21,1,3,1,3,1,113
,,,,671,60,61,10,3,8,3,7,9,2,1,2,3,2,487
,,,,374,102,85,1,1,4,0,22,23,2,3,4,4,4,118
,,,,465,248,241,1,1,7,0,6,7,1,3,3,3,1,664
,,,,568,138,133,0,3,5,3,3,6,4,1,2,1,4,608
,,,,362,440,454,0,2,6,4,7,9,2,3,2,2,4,291
,,,,620,206,191,286,1,3,3,20,22,3,3,1,4,3,22
,,,,300,395,330,28,2,5,0,14,18,1,2,2,2,1,932
,,,,298,283,234,73,1,4,1,12,16,1,4,4,4,1,1233
,,,,681,102,73,212,2,8,4,12,16,1,3,4,3,2,1118
,,,,476,301,283,117,0,3,3,8,10,3,4,2,1,3,1047
,,,,672,94,71,288,3,6,1,15,19,4,4,3,3,4,29
,,,,347,127,92,74,2,0,3,2,6,3,4,3,2,2,80
,,,,557,463,465,0,3,7,4,19,20,3,4,3,2,3,623
,,,,76,170,166,68,2,4,2,1,3,4,4,1,4,2,233
,,,,344,86,76,39,0,2,1,5,7,1,2,4,1,3,495
,,,,580,239,252,1,1,4,0,13,17,4,2,2,3,3,827
,,,,266,141,122,392,1,5,3,17,19,1,2,3,2,4,671
,,,,570,353,314,28,1,3,4,16,20,1,4,4,2,2,1133
,,,,54,259,257,6,3,8,0,17,19,3,2,1,4,1,606
,,,,691,50,33,42,3,1,2,18,20,3,2,4,1,3,661
,,,,193,71,43,1,2,5,3,11,15,2,4,1,4,2,1015
,,,,319,180,171,111,2,6,4,14,18,1,4,4,2,2,400
,,,,294,76,60,311,0,2,0,22,1,3,2,1,1,3,1146
,,,,567,350,336,404,1,8,3,11,12,4,4,2,2,3,949
,,,,461,155,144,233,2,6,3,8,10,2,2,4,2,3,1060
,,,,391,194,176,40,3,8,1,7,10,4,3,2,3,3,55
,,,,697,105,108,36,0,2,4,7,11,1,2,1,4,3,642
,,,,469,358,343,458,1,5,2,7,11,2,2,2,1,2,380
,,,,468,147,145,36,3,4,0,14,16,2,2,1,3,1,986
,,,,314,333,331,1,2,2,1,11,12,2,3,4,4,2,390
,,,,62,1034,998,0,2,8,0,11,13,4,4,1,3,2,539
,,,,35,404,381,16,3,2,2,4,6,4,1,1,4,1,817
,,,,533,101,105,16,0,1,1,14,16,1,2,1,2,3,292
,,,,96,647,604,142,1,0,3,20,23,1,2,2,2,3,777
,,,,168,28,13,136,0,0,1,14,16,1,3,1,3,3,752
,,,,195,317,281,70,1,8,4,19,20,3,2,4,1,1,381
,,,,126,569,557,179,3,7,4,5,9,2,1,1,1,1,249
,,,,640,44,29,201,1,1,1,11,13,2,2,1,1,1,488
,,,,293,394,392,235,2,4,0,5,9,2,1,1,2,3,403
,,,,470,416,426,0,0,7,3,2,6,4,3,3,4,2,134
,,,,97,82,57,52,0,0,2,9,12,1,4,2,4,2,132
,,,,544,441,420,495,1,2,2,12,14,3,2,3,2,4,52
,,,,556,226,212,40,0,0,4,13,14,2,1,4,1,4,42
,,,,90,172,130,0,2,6,3,13,14,2,3,1,1,3,208
,,,,136,99,68,377,2,8,3,21,0,2,3,2,1,3,682
,,,,696,73,55,224,3,7,3,17,20,3,4,4,4,2,633
,,,,477,370,356,43,3,0,2,0,4,4,4,1,2,2,722
,,,,436,286,257,50,3,3,2,5,9,1,2,2,1,3,41
,,,,34,133,106,1,2,3,2,10,12,1,4,2,2,1,285
,,,,672,326,287,344,2,8,0,18,19,1,1,4,4,3,372
,,,,208,108,103,21,0,7,0,12,13,2,3,2,4,4,445
,,,,615,695,714,16,1,8,1,11,12,4,4,3,1,1,920
,,,,174,143,134,408,3,3,1,18,22,3,4,1,1,2,341
,,,,254,171,120,38,3,1,3,19,20,1,3,1,2,2,830
,,,,189,66,56,1,3,3,2,17,18,3,1,1,4,2,1202
,,,,373,394,372,177,2,3,2,6,8,4,4,4,1,3,73
,,,,376,463,370,452,3,3,0,3,4,1,1,1,3,1,663
,,,,498,698,668,115,2,7,1,16,19,1,2,3,2,1,613
,,,,57,38,24,1,1,4,1,23,0,4,2,1,3,2,1146
,,,,18,116,115,246,2,8,0,8,9,2,3,4,3,3,716
,,,,594,155,123,412,1,7,1,12,13,3,2,4,4,4,1108
,,,,311,198,196,95,3,5,3,19,21,4,2,3,3,3,960
,,,,296,455,421,1,0,8,0,2,6,2,1,2,3,4,617
,,,,225,591,555,21,3,6,3,15,17,2,2,4,1,3,744
,,,,669,348,319,76,3,7,3,16,17,3,4,1,1,3,1132
,,,,647,201,145,29,2,5,1,13,17,4,3,1,2,3,1226
,,,,526,144,112,91,1,4,3,19,22,4,2,4,4,2,890
,,,,521,81,59,1,1,2,2,7,10,1,1,4,4,2,1125
,,,,426,407,414,67,1,0,1,21,1,3,4,4,2,2,1190
,,,,438,245,228,0,3,6,2,1,4,1,2,1,1,1,238
,,,,121,403,391,76,1,0,3,4,5,4,2,4,4,1,1037
,,,,137,195,181,451,0,2,0,21,23,4,2,2,2,3,305
,,,,410,75,37,2,0,3,4,8,12,2,2,3,2,1,365
,,,,476,105,90,16,3,3,3,20,22,1,3,3,2,4,274
,,,,2,105,97,304,1,2,4,22,2,1,2,4,4,1,1062
,,,,501,131,109,18,0,2,1,22,23,1,1,4,4,2,943
,,,,256,314,300,282,0,4,3,23,0,2,2,3,1,3,649
,,,,409,517,511,137,0,4,3,3,6,2,4,4,3,4,624
,,,,630,337,324,0,0,4,4,18,20,3,2,4,3,2,1130
,,,,647,419,343,11,3,3,3,14,16,2,1,2,3,4,656
,,,,278,129,100,1,2,6,3,3,5,3,4,2,2,1,637
,,,,76,190,186,207,1,5,4,12,16,2,4,4,3,4,322
,,,,502,145,137,85,0,4,2,18,20,2,2,1,3,3,498
,,,,591,130,116,247,1,2,2,5,6,4,3,3,1,3,974
,,,,105,322,328,44,2,6,4,1,3,3,1,2,1,4,34
,,,,523,112,84,17,2,3,4,22,2,1,3,2,2,2,728
,,,,34,113,86,1,2,8,1,11,15,1,3,2,3,4,716
,,,,673,626,579,371,2,7,1,4,5,1,4,4,3,2,497
,,,,394,247,243,336,1,7,4,12,14,2,3,1,2,4,1222
,,,,474,152,128,400,1,8,0,11,12,3,4,4,4,1,105
,,,,54,634,619,58,0,5,3,9,12,4,4,3,4,3,837
,,,,690,430,423,285,2,2,4,13,17,2,4,2,2,2,117
,,,,82,219,227,110,1,2,3,9,10,3,1,1,1,2,792
,,,,390,264,239,0,0,5,4,2,6,3,4,3,3,3,990
,,,,48,318,319,71,0,2,1,14,17,4,1,1,4,3,726
,,,,377,279,203,0,3,6,2,1,4,4,1,2,2,2,1109
,,,,21,255,253,204,1,8,2,23,2,4,4,3,4,1,893
,,,,197,159,155,120,0,6,0,11,15,4,2,4,3,3,1057
,,,,501,200,144,0,3,7,1,16,19,4,4,4,3,4,1246
,,,,668,112,101,235,1,0,1,19,21,4,2,3,2,3,882
,,,,696,221,203,6,0,2,4,2,5,2,1,4,3,1,634
,,,,333,77,78,29,1,4,1,3,4,3,3,4,3,2,370
,,,,216,176,109,151,1,6,2,22,23,3,2,4,4,1,114
,,,,407,153,143,155,3,2,1,17,18,4,2,3,1,3,356
,,,,44,117,79,153,3,3,3,11,13,4,3,1,3,1,1122
,,,,645,294,236,1,3,0,2,6,9,2,4,1,1,2,558
,,,,153,145,116,119,1,4,0,7,10,4,1,3,4,4,616
,,,,455,117,123,53,2,6,3,19,21,4,3,3,4,3,353
,,,,551,121,97,75,3,1,2,22,2,2,3,3,3,2,392
,,,,271,198,182,46,2,5,2,3,6,3,2,3,4,3,846
,,,,174,245,178,288,2,3,3,7,11,2,3,1,1,3,208
,,,,457,219,227,0,3,6,0,20,0,2,3,1,1,3,858
,,,,2,349,343,246,0,0,0,0,1,4,2,4,2,2,323
,,,,537,86,88,6,3,2,4,18,20,3,1,1,4,1,735
,,,,34,208,188,284,0,6,4,22,1,1,1,4,1,3,1192
,,,,172,271,218,36,1,1,1,13,14,1,3,2,3,2,693
,,,,241,595,560,122,1,3,2,19,22,4,2,3,4,2,890
,,,,32,331,279,420,2,8,0,1,2,4,3,3,2,1,998
,,,,600,258,178,15,3,2,3,14,16,4,2,2,3,4,628
,,,,485,313,306,234,3,8,0,9,13,3,1,4,3,1,493
,,,,576,106,98,249,0,5,0,0,4,4,1,1,2,4,724
,,,,396,74,58,445,3,8,4,14,17,4,3,3,2,3,1005
,,,,209,293,271,334,0,4,1,0,2,1,2,1,2,2,878
,,,,399,295,272,143,3,8,2,20,22,2,1,4,2,3,372
,,,,87,403,369,338,2,2,1,17,18,4,2,2,4,4,219
,,,,544,299,280,34,0,7,3,22,2,4,4,1,3,4,934
,,,,560,96,67,0,1,1,3,20,22,1,3,2,1,4,1243
,,,,330,161,166,65,0,5,0,5,6,4,3,4,3,2,370
,,,,77,342,316,267,1,3,1,0,1,4,1,3,3,1,86
,,,,383,163,167,17,3,2,2,4,6,4,4,1,1,4,1019
,,,,676,346,334,48,1,0,2,11,14,4,2,1,3,2,870
,,,,610,54,43,0,3,4,0,10,11,2,1,4,3,1,804
,,,,201,433,442,52,3,3,2,8,12,4,2,1,3,2,409
,,,,215,160,131,132,3,4,0,4,6,1,2,4,4,2,287
,,,,653,295,275,318,3,0,0,17,20,4,4,3,3,4,818
,,,,695,75,56,115,1,8,4,19,21,1,2,2,2,2,889
,,,,502,150,122,91,0,8,3,23,1,4,4,1,2,2,934
,,,,40,272,252,153,1,4,1,5,6,4,2,3,3,3,717
,,,,522,253,217,280,0,4,4,12,16,4,1,1,2,4,1105
,,,,364,168,145,115,2,2,0,22,0,2,1,2,1,2,573
,,,,104,444,391,55,0,4,4,21,1,2,3,1,1,4,256
,,,,177,109,77,339,2,4,3,6,9,1,3,3,3,4,291
,,,,449,168,160,167,3,4,3,11,13,4,2,4,3,4,30
,,,,653,415,366,73,2,8,3,17,21,4,3,3,3,2,353
,,,,355,499,474,0,1,2,4,20,0,1,1,4,2,3,964
,,,,47,117,106,221,1,6,4,16,19,4,4,3,2,3,778
,,,,674,531,478,74,3,7,3,13,15,3,4,1,3,2,623
,,,,76,130,95,159,3,8,4,23,0,4,1,3,4,4,885
,,,,373,411,390,151,0,3,2,13,16,4,1,1,2,2,333
,,,,168,123,91,392,2,2,3,19,23,2,1,3,3,4,302
,,,,433,218,193,251,0,1,2,0,2,1,1,2,3,4,408
,,,,615,358,360,201,1,3,4,10,12,2,3,2,4,2,11
,,,,561,400,385,15,2,1,1,19,22,3,3,1,1,3,1012
,,,,388,499,475,35,1,2,4,4,6,3,1,4,3,4,49
,,,,459,279,282,0,3,4,2,17,19,2,2,1,2,3,318
,,,,220,328,318,1,3,4,3,23,1,1,1,2,2,2,314
,,,,659,111,65,350,1,3,3,6,8,1,3,4,4,1,382
,,,,210,297,235,235,2,7,4,19,20,2,4,2,4,2,12
,,,,637,252,255,92,3,3,1,22,23,2,4,1,3,4,164
,,,,175,155,149,279,2,8,3,23,0,2,4,1,3,3,434
,,,,397,126,73,237,0,1,1,23,2,3,1,4,2,3,176
,,,,659,451,413,10,1,0,0,2,5,1,3,2,1,2,76
,,,,345,488,455,165,2,7,3,21,22,2,2,3,2,4,398
,,,,476,319,300,336,3,8,3,9,13,1,4,3,2,2,958
,,,,431,204,167,77,0,2,4,12,16,3,3,2,2,3,449
,,,,142,34,18,1,2,8,2,16,17,2,1,3,2,2,360
,,,,169,235,214,450,1,3,3,8,10,3,4,2,1,2,80
,,,,40,283,261,234,2,8,2,21,0,4,3,1,2,4,152
,,,,393,477,465,1,1,8,4,8,11,4,1,2,3,3,1140
,,,,423,196,166,304,3,3,4,13,16,2,4,3,1,2,968
,,,,304,118,105,286,3,7,4,8,9,1,3,2,2,3,1113
,,,,118,186,173,36,3,6,0,12,16,4,2,2,3,3,20
,,,,298,142,133,0,0,8,1,8,12,1,1,2,4,2,973
,,,,630,925,920,44,0,5,2,7,10,4,3,1,1,2,343
,,,,587,172,140,166,2,8,0,19,23,2,4,1,2,3,1107
,,,,593,396,398,24,2,6,3,19,21,1,1,1,4,2,599
,,,,378,150,136,276,0,1,1,21,23,4,3,4,2,1,632
,,,,654,346,356,0,0,8,0,18,20,2,2,2,1,2,16
,,,,58,225,190,1,0,5,4,19,20,4,1,2,1,4,1054
,,,,302,192,184,286,3,3,1,6,7,1,1,3,4,2,636
,,,,119,294,306,17,1,7,1,2,3,1,4,3,4,4,306
,,,,653,364,343,48,2,5,2,14,18,3,4,3,4,2,855
,,,,656,258,268,165,3,0,4,3,6,3,1,3,1,2,214
,,,,474,107,100,17,1,8,4,2,6,2,1,1,3,2,481
,,,,129,296,305,108,3,3,4,9,13,3,1,4,2,3,47
,,,,677,100,63,246,3,6,2,9,11,4,4,1,4,4,29
,,,,628,477,458,257,1,5,4,8,12,4,3,1,4,1,1040
,,,,117,93,85,1,1,4,3,11,15,4,1,1,3,3,730
,,,,155,268,237,116,3,0,2,23,3,2,2,2,1,2,54
,,,,525,234,157,0,2,1,2,12,14,1,3,4,4,2,390
,,,,176,329,288,1,3,5,3,18,22,3,2,2,1,2,849
,,,,56,415,417,17,0,0,0,20,22,4,3,1,4,1,504
,,,,533,654,615,410,0,2,1,0,4,1,2,3,1,4,1025
,,,,664,142,100,18,3,7,2,11,14,1,4,4,2,4,274
,,,,81,307,295,1,3,5,3,5,7,3,3,2,4,2,402
,,,,680,176,144,52,1,7,1,12,16,1,2,1,4,3,685
,,,,617,100,66,233,0,6,3,1,3,1,2,3,3,2,447
,,,,477,285,233,470,0,5,1,21,22,2,1,2,4,1,547
,,,,572,357,350,243,1,3,2,0,4,3,3,2,1,2,713
,,,,482,115,93,171,0,6,2,5,8,3,4,2,3,1,996
,,,,71,57,39,0,2,8,4,18,20,2,1,2,2,4,1188
,,,,269,299,297,17,1,8,0,18,21,1,1,2,2,4,688
,,,,434,228,218,1,1,4,2,16,20,2,2,2,3,4,498
,,,,99,224,222,179,2,3,1,1,2,2,2,2,2,2,443
,,,,683,164,142,314,3,8,1,4,5,1,3,2,4,3,299
,,,,669,233,186,274,0,6,0,3,5,1,3,1,1,2,790
,,,,239,178,153,0,2,4,1,18,20,3,3,4,2,2,1154
,,,,683,437,427,247,2,4,3,6,7,1,3,2,1,4,1228
,,,,249,119,88,37,0,4,2,21,1,3,2,3,2,2,660
,,,,638,416,415,303,3,3,1,13,14,3,1,1,2,1,378
,,,,645,287,283,18,1,0,2,3,6,2,2,1,3,3,358
,,,,331,81,52,56,2,1,1,16,18,4,2,1,2,4,1227
,,,,25,813,823,19,2,3,4,6,7,1,4,2,4,2,813
,,,,87,68,41,1,0,4,0,14,16,4,4,3,1,4,917
,,,,256,163,121,159,1,7,4,5,8,3,4,3,1,3,754
,,,,475,194,175,104,0,7,3,13,17,2,3,2,4,2,315
,,,,364,100,106,20,3,5,2,6,9,4,2,2,1,3,1109
,,,,466,452,428,192,2,5,1,9,12,4,3,1,4,2,692
,,,,123,150,134,135,0,1,0,8,10,2,2,4,3,1,180
,,,,265,185,165,161,1,4,2,11,12,3,1,4,1,2,428
,,,,698,368,385,133,3,5,4,13,15,3,4,1,2,1,714
,,,,103,622,604,33,1,3,0,22,0,1,1,3,2,4,554
,,,,351,73,35,168,3,5,4,2,5,3,4,2,4,1,215
,,,,301,398,360,237,2,2,0,6,10,4,4,1,4,4,66
,,,,541,210,190,0,3,6,1,23,0,2,2,3,4,3,831
,,,,181,267,251,400,3,0,3,1,3,2,4,3,4,2,673
,,,,114,1184,1180,286,2,5,0,21,23,2,2,2,3,3,220
,,,,162,78,50,1,1,3,3,7,11,4,1,1,1,1,732
,,,,596,211,200,403,2,7,1,20,23,1,1,2,4,2,599
,,,,576,126,116,377,2,1,0,4,7,1,3,1,2,4,662
,,,,199,483,452,239,0,6,4,11,15,4,4,2,4,2,837
,,,,661,185,142,300,2,1,1,7,9,2,2,4,1,1,836
,,,,631,214,208,21,0,2,3,0,2,4,2,1,3,1,1203
,,,,148,172,162,288,1,0,2,16,19,3,3,4,3,4,89
,,,,652,460,476,215,3,0,2,0,4,3,2,1,2,2,537
,,,,643,312,303,84,2,3,1,8,11,4,3,2,1,3,1226
,,,,605,349,292,82,3,4,1,5,7,1,3,4,2,3,195
,,,,286,73,48,203,1,3,4,14,15,3,1,2,3,3,1247
,,,,366,216,186,0,0,6,0,19,23,4,3,1,2,2,18
,,,,279,131,125,215,1,3,0,4,5,4,2,2,2,2,86
,,,,158,563,547,17,2,1,4,2,4,4,3,3,2,1,290
,,,,304,381,348,85,1,8,4,11,13,2,3,2,4,1,738
,,,,529,63,67,19,2,5,1,10,13,4,2,1,3,2,909
,,,,388,310,319,124,3,8,3,23,2,1,1,1,4,3,1043
,,,,456,160,142,301,1,3,4,22,23,3,1,1,3,2,735
,,,,601,128,85,374,2,5,1,16,18,4,1,3,3,2,591
,,,,654,376,357,39,1,5,0,9,10,1,1,4,4,3,1220
,,,,231,352,340,44,2,7,3,7,11,3,3,4,3,1,128
,,,,337,285,263,311,1,3,3,13,16,2,3,1,2,4,1079
,,,,133,406,410,181,2,2,2,0,1,2,1,3,3,2,443
,,,,290,147,113,335,3,0,0,6,7,1,1,1,3,4,209
,,,,584,410,396,534,3,8,0,21,1,2,4,4,4,3,543
,,,,560,263,247,49,2,1,0,22,2,4,4,4,1,4,146
,,,,498,205,207,123,2,8,0,4,6,3,2,1,2,3,1206
,,,,650,180,189,0,2,7,4,4,6,2,2,3,3,4,161
,,,,533,500,499,64,0,4,3,4,8,3,4,4,4,4,746
,,,,640,123,119,248,0,1,0,0,1,2,3,1,3,4,765
,,,,196,93,94,1,1,5,0,10,13,4,1,3,4,1,801
,,,,265,1136,1102,364,0,3,4,2,4,4,1,4,4,1,703
,,,,128,413,335,1,1,5,4,5,9,1,2,3,1,2,74
,,,,231,78,65,105,3,2,4,16,18,2,1,4,4,4,302
,,,,7,84,71,58,1,6,3,20,23,4,1,4,1,2,1216
,,,,683,430,388,336,3,5,4,15,17,4,3,1,1,4,668
,,,,624,869,840,49,2,5,1,21,22,3,4,4,2,4,106
,,,,477,492,503,205,3,5,2,0,4,4,2,4,2,3,30
,,,,417,97,96,27,0,8,0,19,23,3,1,1,2,3,183
,,,,270,93,88,57,0,0,3,11,12,2,3,4,2,2,1037
,,,,369,159,144,0,2,2,0,6,10,2,2,3,1,2,646
,,,,178,162,146,240,0,8,2,21,1,1,2,4,4,3,757
,,,,381,354,340,72,3,5,3,19,23,3,3,2,3,2,623
,,,,127,147,145,198,1,8,0,20,22,4,2,1,3,2,444
,,,,650,427,423,193,0,1,0,3,5,1,1,1,3,2,910
,,,,136,561,549,215,1,0,2,14,17,1,2,1,3,3,310
,,,,694,255,201,441,0,0,0,1,3,4,2,3,3,2,894
,,,,528,283,250,143,1,5,3,4,7,4,2,2,4,4,1080
,,,,583,158,127,164,2,3,2,16,17,3,1,3,4,1,252
,,,,543,205,173,1,2,7,0,13,15,2,2,1,2,3,911
,,,,618,167,137,23,3,4,3,8,12,4,3,3,1,3,414
,,,,531,416,385,250,2,3,3,3,4,4,4,4,2,1,604
,,,,260,307,298,62,2,0,1,5,9,1,2,3,3,2,663
,,,,220,313,280,209,2,7,2,4,5,1,4,3,1,1,436
,,,,176,134,141,35,3,1,2,18,21,2,4,4,1,2,1089
,,,,94,194,175,109,3,3,1,14,16,4,2,2,1,4,62
,,,,568,221,217,340,2,4,2,19,20,4,2,3,4,2,594
,,,,52,731,720,297,2,0,3,14,17,1,4,1,1,3,485
,,,,293,87,74,75,2,0,3,3,5,2,2,4,1,4,1056
,,,,229,180,136,197,0,5,1,11,13,2,1,2,3,4,1173
,,,,486,100,101,19,2,8,4,15,16,1,3,2,3,1,400
,,,,400,166,130,68,1,7,0,15,16,1,1,1,3,4,116
